"ISO time"	"unixtime"	"track name"	"track mbid"	"artist name"	"artist mbid"	"uncorrected track name"	"uncorrected track mbid"	"uncorrected artist name"	"uncorrected artist mbid"	"album name"	"album mbid"	"album artist name"	"album artist mbid"
"2009-07-12T03:42:55"	"1247370175"	"To Meet You"	"ca7ffc6e-dfee-475e-8771-cf6d8bdfe12e"	"Teitur"	"dfef0f62-de5a-48e6-9546-29b26e907a6d"	"To Meet You"	"ca7ffc6e-dfee-475e-8771-cf6d8bdfe12e"	"Teitur"	"dfef0f62-de5a-48e6-9546-29b26e907a6d"	"Poetry & Aeroplanes"	"a9fbae55-7780-4868-9363-2caebfaea5ba"	"Teitur"	"dfef0f62-de5a-48e6-9546-29b26e907a6d"
"2011-03-20T10:48:35"	"1300618115"	"Kiss"	"aea9843f-5e71-4043-a6cc-d89639fe8a9a"	"Prince & The Revolution"	""	"Kiss"	"aea9843f-5e71-4043-a6cc-d89639fe8a9a"	"Prince & The Revolution"	""	"The Hits 2"	"51cbbb21-1940-4359-a143-8e7f5392024c"	"Prince"	"070d193a-845c-479f-980e-bef15710653e"
